Rating,Tanggal,Nama,Ulasan
5,2023-04-27T04:11:26.041Z,Dony,"Suasana asik dan menenangkan, dekat dengan sawah. Menu makanan beragam, kualitas rasa sudah cukup baik.."
5,2023-04-26T08:59:26.968Z,Wiga Wigatiningsih,"Enaaak, rame bgt pa lg ramadhan.
Rekomendasi: bakmi godog,
Tukang parkirnya perlu diperhatikan kendaraan keluar masuk biar ndak tubrukan"
5,2023-04-26T07:04:19.222Z,Gründer Gesellscahft MkII,Bintang 5 karena kenyamanan dan kenikmatan baik layanan maupun makanan dan minuman sehingga cocok untuk keluarga. Parkir memang terbatas namun sebenarnya dekat dari rute Teman Bus Jogjakarta.
5,2023-04-26T04:09:09.719Z,Wulan Danirmala,"Walau rame tapi tetap nyaman, apalagi untuk makan bersama keluarga. Menunya juga enak -enak."
5,2023-04-24T07:50:50.320Z,Akbar Aditya,"Menunya beragam, rasanya ??, luas juga tempatnya memanjang ke belakang n sejuk suasananya"
4,2023-04-24T05:42:37.788Z,Boby Satrio,"Makanan ok banget, hanya parkirnya kadang agak sulit jk tdk beruntung jadi parkir sedikit agak jauh"
4,2023-04-18T22:10:30.704Z,Hety Purwanti,"Untuk rasa makanan & minuman sudah cukup pas bgt, cuma sayang di tempatnya yg Deket sawah ada pohon yg banyak ulet bulu nya ?? mungkin Krn sy phobia ulet bulu"
5,2023-04-16T15:35:53.181Z,Sri Redjeki,"Baru tau banget tempat ini!
Atmosphere duduk di tepi sawah sambil minum kelapa muda.. mantep banget, angin sepoi-sepoi, nyaman

Ada mushola, ada coworking space/meeting room 150rb an/jam

Makanan prasmanan kearifan lokal yang 13rb dapet lauk & sayur..

Enak semua!! Cocok buat keluarga"
5,2023-04-16T12:49:03.772Z,Akihiko Yus,Maaannttaaabb sekali...????????
4,2023-04-13T13:39:56.106Z,John Ambar,Tempat parkir krg luas klo pas rame..
4,2023-04-11T14:12:36.836Z,Firli,"Pelayanannya ramah
Terus pertahankan yaa"
1,2023-04-11T12:01:10.964Z,Iwan Suharyanto,"Makanan semua oke, begitu keluar parkir motor ditarik 5rb.. waaoowww merintih honda beat ku.."
3,2023-04-11T08:17:44.152Z,Zero Adi,"Tempat nya enak vibe nya, lokasi nya yg enak but utk food nya biasa sadja cuman banyak varian nya
Klau pas puasa utk bukber harus reservasi
Minuman nya juga lumayan banyak varian
Klau service nya sorry to say banyak yg tidak peduli pada saat ditanyakan jawaban nya cuman ""wah bukan bagian saya pak, coba tanya bagian yg bersangkutan saya gak tau"" cus hilang"
5,2023-04-10T14:07:46.102Z,Chandra Nirmala Jati,nyaman adem krn pinggir sawah
1,2023-04-09T11:59:09.991Z,Indah dewi Sagita,"Mahal2
rasanya ga sesuai dengan harga
Kelapa nya tua
Kwetiaw nya dkit bgt harganya 26rb
Donat 3 biji 27 rb itupun keras rasanya tepung doang dlm donatnya masih mentah
Tolong perbaiki masakan nya lg"
5,2023-04-07T12:21:35.460Z,Almas Bila,"Bukanyaaa pagi  06.30. Kalau ke yogya pasti mampir buat sarapan disini. Suasananya nyaman. Sekarang parkirnya mudah. Akses jalan kesana mudah dijangkau dari jalan utama kaliurangnya. Rasa makannnya enak, khas makanan rumahan, mengenyangkan, variatif, minumannya banyak pilihannya. Buburnya enak banget ngenyangin buat sarapan kalau tidak ingin makan berat. Dimsumnya juga oke. Pelayannnya ramahh"
5,2023-04-07T11:42:24.144Z,Adian Marhaeny,Ramesannya komplit enakk mantap
5,2023-04-06T04:22:17.391Z,retno widuri,"Tempatnya bagus .. bersih ..
makanan tradisional jawa dengan sayur dan lauk yg komplit banget ..
snack juga komplit .. semacam pisang goreng .. mendoan .. donat dll ..
ada juga aneka jenang tapi hanya tersedia sampai jam 4 sore ..
oh iya ada juga aneka mie jawa di menu sore .. bakmi rebus .. goreng .. nasi goreng dan magelangan ..
Minuman tradisional jawa juga ada seperti teh jahe .. teh sere .. dll
Pelayanan ramah dan rapi berseragam
Pokok nya asik di sini untuk yg suka makanan tradisional jawa .."
4,2023-04-05T11:35:14.869Z,Rully W,"Salah satu tempat kuliner hits di Jogja. Lokasi mudah ditemukan. Dekat dengan dengan jalan Kaliurang, masuk tidak begitu jauh.
Jika kesulitan menjangkaunya, bisa menggunakan jasa ojek online untuk tiba sampai di sini.
Rumah makan ini dikelilingi oleh hamparan sawah yang menghijau menjadikan bpengunjung betah berlama-lama menikmati suasana alam.
Meski siang hari sangat terik, tetapi tidak terasa panas saat makan siang di sini, karena rindang jadi asri dan sejuk.
Ada banyak spot foto yang bisa digunakan, meski sebenarnya itu adalah tempat untuk menikmati makanan dan pemandangan.
Rumah makan ini menyediakan aneka masakan tradisional Jawa. Makanan yang disuguhkan model prasmanan, tetapi ada juga beberapa masakan yang bisa dipesan baru dihidangkan.
Teh nya sedap dan nikmat.
Untuk makanan memang yang disajikan adalah makanan keseharian, menu rumahan.
Untuk harga jual, biasa rata-rata pada umumnya.
Disediakan mushola bagi yang ingin menunaikan ibadah sholat bagi kaum muslim."
5,2023-04-04T12:46:02.759Z,Aditiya Nugraha Jati,"Bagus banget bintang 5 ini, besok kalau bikin baju seragam merchandise lagi ke Kazuma Clothing gan, salam buat adikmu Bertha mas bintang, salam dari temanmu hehe"
3,2023-04-01T12:28:17.479Z,Angger Maulana,"Tempat nyaman dan aman, cuman 1 yang bikin sebel. Management parking yang absurd menurutku. Kalo weekend/ jam buka puasa mending pikir2 lagi kesini bawa mobil..kalo gadapet parkir didalem, akan diarahkan parkir di sekitar lokasi, dan bisa disuruh pindah. Karena kantong parkirnya cuman jalan buat 1 mobil, dan diparkir paralel. Ribet suruh pindahin mobil 2 kali, mana lg makan."
5,2023-03-30T04:09:09.310Z,Fahreza,"Konsepnya seperti RM Jawa, pilihan makanannya juga banyak dengan view persawahan. Cocok buat sarapan pagi setelah gowes"
5,2023-03-27T12:53:05.955Z,Ardy Prasetiyo,"rekomendasi banget buat keluarga, nyaman banget masakan rumah juga mantep sihh sering banget makan disini sama temen2"
5,2023-03-23T11:25:57.687Z,Yudhi Kristianto,"Tempat mkn yg rekomendasi utk keluarga. Pelayanan ramah harga wajar, pemandangan baik buat healing"
5,2023-03-23T01:32:16.199Z,Tukang Review Semarang Selatan,Underrated. Lbh enak dari kopi klotok
4,2023-03-17T10:00:30.752Z,Fita Emilia Rahmawati,"Good ambience
Musholla bersih, nyaman
Makanan standart
Harganya agak pricey"
5,2023-03-16T15:24:17.430Z,AW Muhammad,"Warung makan dengan masakan tradisional...
Masakanya enak....
Tempatnya syahdu pelayananya juga bagus...
Harga mulai 10k
Bisa digas cocok pas sama keluarga...
Tempatnya nuansa joglo joglo gituu deh...."
5,2023-03-13T00:52:08.399Z,Dimas Adianto,"Tempat makan Prasmanan khas jogja dengan tempat yg sangat homey, pendopo yg dikelilingi hijaunya sawah.

Pilihan menu makanan dan minuman sangat lengkap dengan rasa yg enak."
5,2023-03-11T05:09:10.062Z,Misman Chambet Penggong,luar biasa
4,2023-03-10T15:04:32.068Z,Sukardjo D Suwarno,"Tempat makan cukup bersih, namun masih bisa ditingkatkan.
Toilet cukup bersih.
Dari ialan raya cukup jauh.
Citarasanya cukup lumayan. Harga makanan wajar. Harga minuman cukup mahal, perlu ditinjau ulang.
Pelayanan baik, petugas cukup ramah."
5,2023-03-10T08:28:16.523Z,dhenta ulung,"nyaman, dan terjangkau, cocok.."
4,2023-03-10T05:35:40.840Z,Tisa Zahro,Asri berhadapan dengan hijaunya pesawahan
4,2023-03-08T10:28:59.629Z,Winda Samantha,"Makanan dan pelayanannya OKE, cepet dan ruamahh ?? konsepnya sebenernya tradisional nanggung hehe.. soalnya aga kekinian juga

Mungkin kalo piring dan gelasnya kaya seng jadul gitu dan musik backsoundnya ala jawa bakal tradisional banget"
5,2023-03-08T05:09:02.021Z,Enggar Rimbie P.,"Makanannya lumayan enak, suasananya jawa banget dan view sawah juga. Okelah buat kumpul bareng teman2 ??"
5,2023-03-06T02:30:30.131Z,danymarcelo,"Suka sekali dengan resto ini. Berasa dirumah simbah.
Tempanya adem dipinggir sawah
Restonya bersih
Makananya prasmanan menu jawa yg banyak banget pilihannya
Harganya masih terjangkau.

Cuma parkirannya tidak terlalu luas :(

Overall kalo ke Jogja, harus wajib kesini"
5,2023-03-05T13:13:30.611Z,Ninin Tjahjani,Sensasi makan di pinggir sawah... Enak rasanya nyaman suasananya ...
5,2023-03-05T10:33:36.637Z,Doni Pradana,"Nice place
Cozy
Enak kalau sore"
3,2023-03-05T05:18:39.475Z,Vitria,"Terlalu ramai. Bukan tempat yang ramah kursi roda. Tempat parkir tidak cukup.
Kami akhirnya tidak makan siang di sana ????"
5,2023-03-05T02:48:32.205Z,dwi Ario Sasono,"Sempurna, datang pagi, lebih cepat"
5,2023-03-04T05:47:35.113Z,Edhi Permana,Asik utk nongki sambil nikmati udara jogya
4,2023-03-04T00:58:02.187Z,yuven aditya,"Makanan cocok di lidah, dengan suasana desa yang menyegarkan di pagi hari"
5,2023-03-01T15:39:52.690Z,Iswati Efendi,"Masakannya pas. Tidak terlalu manis, karna masakan jogja biasanya terkenal manis.tempatnya nyaman sekali, ramah anak, makanan dan minumannya banyak pilihan nyaa..
????"
5,2023-03-01T14:49:40.883Z,Roro Dinar,"Tempat makan dengan nuansa Jawa, dan makanan yang enak serta murah"
5,2023-02-28T23:54:26.710Z,Uli Fadli,Masakan jawa uenaak naaan
5,2023-02-27T11:54:28.371Z,udin setiawan,"nyaman.. malem2 makan sama keluarga, ga ada pembeli lainnya.. serasa rumah sendiri..
tempatnya bersih, harga standar, rasa lumayan.."
5,2023-02-26T09:44:35.791Z,Irwan Kurniadi Subrata,Alami
5,2023-02-23T03:21:02.412Z,Wahyuning Prastiwi,"Ke sana baru sekali pesan nasi gorengnya. Enakkk, bumbunya jg pas. Kapan2 mau ke sana lagi nyobain prasmanannya. Pas sore ke sana prasmanannya jg msh lengkap dan byk pilihan. Suasana okee, ga perlu dijelaskan dah keliatan lah ya sejuk. Restonya tuh panjang ke belakang gitu, jd bukan lebar. Oke kok. Di belakang msh panjang gitu, aku ga sempet ke belakang, cuma duduk di bagian depan aja. Yg jelas bakal balik lg sih. Semoga ttp memuaskan."
5,2023-02-21T11:27:10.086Z,Resep Nkong,Cuma saya sarankan perokok kasih menghadap ke sawah.. Untuk dua joglonya buat keluarga yang tidak merokok.. Pas enak makan eh sebelah merokok... Terus asap ke kami... Padahal semua tau rokok pasif lebih berbahaya
5,2023-02-20T11:42:29.321Z,Widi P (Mas Widi),Produk makanan n minum "jelas". Suasa ok dan ada ruang khusus dan cukup private.
5,2023-02-20T07:54:59.283Z,Seno,Makanannya enak..pelayanannya bagus.. walau agak lama kalau rame...tempatnya oke.. kalau rame kelihatannya sempit...parkirnya agak repot....mungkin karena tukang parkirnya kurang...
4,2023-02-18T13:22:33.967Z,Emmanuel Chriswidiyanto Aryo Nugroho (Noel),"Semua makanan enak, Ambience mantab, pegawai ramah semua. Cuman yang membuat kecewa cuman 1, sebagai penikmat es jeruk nipis, es jeruk nipis ndeso disini hanya berupa 1 potong tipis jeruk nipis + air dingin + gula, tidak ada perasan jeruk nipis sama sekali."
4,2023-02-18T04:02:50.892Z,Prihatini,"Tempat enak dan nyaman, masakan beraneka macam menu tradisional, kalo rasanya biasa saja."
5,2023-02-15T22:51:02.074Z,Mario Maryono,Ini sangat bagus
5,2023-02-14T09:07:16.476Z,Nico Adi Surya,"Wajib ke sini, enak banget makanannya"
5,2023-02-14T06:59:41.968Z,Kristiawati Tri Utami,"Rekomended untuk makan bersama keluarga, makanannya enak prasmanan, saya suka lele mangutnya, view sawah"
5,2023-02-14T03:52:37.982Z,Christiawan Donnie,"Makanan mantap
Tempat dengan view sawah
Suasana mendukung

Habis kenyang terus bikin ngantuk karena larut suasananya. Hahhaa"
5,2023-02-13T11:57:52.485Z,Bima Satria,nasgornya enak
3,2023-02-13T07:38:33.560Z,Monita Clay,"Sekel makan disitu penghitungannya ngawur..klo yg mkan berame2 mending dicatat sendiri  makanannya stndrt, tempat biasa, cuma ada buat kumpulnya lumayan luas, pelayanan rada kacau, yg pesan siapa yg dikirim siapa..dan saudara saya pesan katanya tidak ada pesanan trus sbntr keluar tapi TDK komplit, dan tertera ada pesanan.."
5,2023-02-12T15:31:38.347Z,Andi Mansyuri,"Resto nuansa alam, rasanya manteb"
4,2023-02-12T14:07:39.228Z,dyah puspitasari,"Baru sampai di sana bulan Februari 2023 besok, karena kata teman saya menu siang dan sore/malam berbeda.
Ya Allah sudah sore, bakwan jagungnya enak, pisgornya enak, singkong gorengnya biasa saja. Makanannya prasmanan dengan menu yang sangat luas, enak dilihat. Terakhir ambil lauk tempe gorengnya yang enak banget syekaleeeee... sate paru yang terlalu manis bagi yang tidak keberatan dengan manis dan kurang bumbu, enak gudeg tlor yang tidak terlalu manis, tumis daun pepaya yang manis-manis, silakan yang pahit, terong balado yang juga manis. Kayak rasa lidah jawa yogya manis banget..
Ada buburnya juga sayang, yang pastinya enak, ada juga dimsumnya, tapi aku gak mencicipinya karena lapar dan kenyang kalap gadoin bakwan jagung heheh

Note: cocoook buat kamu yang suka yang manis-manis ya sayang??"
3,2023-02-12T02:40:33.875Z,Muhammad Kurniawan,"Ksini karena penasaran, Dari rasa sama aja dengan tmpt makan konsep jawa yg lain, dari tempat lumayan aja, harga : mm...mahal!"
5,2023-02-12T00:59:34.622Z,harisa laraswatie,Pengalaman sarapan yang luar biasa
3,2023-02-11T12:14:02.315Z,128 Arriel Hilmar Febriano,Porsinya tinggi
5,2023-02-10T12:03:57.264Z,David Virgialdo,Makanan enak
5,2023-02-08T15:40:18.505Z,Iradat Rahadian,Makannya enak
5,2023-02-07T10:43:38.706Z,Laila Tiffani,"Dari mulai makanan, tempat, fasilitas, view bisa dibilang paket komplit. Udah enak, nyaman dan murah. Tapi memang harus sabar kalau datang di akhir minggu, tapi tenang tempatnya luas jadi aman yang bawa rombongan. Sukses terus Pawon Mbah Gito ????????"
4,2023-02-07T10:11:21.663Z,H4 DI,"Menu makanan khas masakan rumahan, prasmanan ambil sendiri, menu banyak pilihan, ada gudhek, asem"" lodeh iwak pee tempe bacem tahun n masih banyak lg, suasana khas rumah joglo zaman dlu, dengan pemandangan persawahan,"
5,2023-02-06T00:56:25.196Z,Romeo Graphy,"Tempatnya memanjang ke belakang dengan berbagai macam seting yg berbeda. Ada yg indooor di dalam bangunan dengan konsep rumah tradisional Jawa yang terbuka lebar pintu & jendelanya ada juga indoor dgn bangunan dinding kaca sehingga memungkinkan melihat pemandangan yg luar. Spot makan outdoor ada yg ala kebun, gazebo & juga teras. Semua spot terasa segar karena sirkulasi udara yg sangat baik. Mushola & toiletnya jg bagus.
Penyajian ala prasmanan dgn pilihan menu yang sangat banyak. Setelah memgambil makanan kemudian ditunjukkan ke kasir, pesan minum & diberi no meja. Minuman diantar ke meja pelanggan. Masakan enak & harga sesuai. Untuk gambaran saja, kami menghabiskan 210k utk 4 orang utk makan, minum, snack & nambah minum 3x. Bisa juga nambah makanan sesuai permintaan & nanti akan diantar.
Secara umum saya suka dan akan kembali 2-3x lagi utk mencoba menu yg berbeda."
4,2023-02-05T14:29:23.406Z,Herinda Primasiska,"Ada sedikit masalah tentang cari tempat buat duduk, awalnya direspon kurang baik dengan salah satu karyawan.. tapi kemudian cepat ditanggapi owner.. dan mereka langsung minta maaf.."
5,2023-02-04T10:59:56.882Z,Dhifa Azzahra,salah satu tempat favorit keluargaku di jogja<3
5,2023-02-03T07:23:05.170Z,Teguh Setiyawan,"Juara nih tempatnya, kalau mau nyari suasana makan dengan tema persawahan, ajib tempatnya, menunya banyak, bikin ngiler semua, kudu nyoba juga ikan mangut nya....."
5,2023-02-03T04:33:35.498Z,Luqmant0 Prastyo,"Rasa enak, vibes cafe modern dengan suasana perdesaan"
5,2023-02-02T02:48:56.587Z,Tita Hyani,"Makanan enak ??????, minuman aneka wedangnya juga ok.

Sayangnya kami tidak bisa menikmati suasana sekitar karena malam hari. Kalau siang pasti view sekitar ok bgt."
5,2023-01-30T07:05:34.784Z,Glend Engko,"Makanannya Enak.
Harganya Standar."
5,2023-01-29T06:08:11.811Z,Puguh Bintang,"Masakannya enak ala rumahan, tempatnya apalagi, nyaman dan tenang dengan view tepi sawahnya. Tapi kalo parkiran depan sudah penuh, agak jauh parkir di selatan restonya"
4,2023-01-28T22:48:07.233Z,marcus smith,Lumayan
5,2023-01-26T10:40:23.051Z,Budi Haryono,"Masakan khas ada,minumannya seger"
4,2023-01-24T13:00:39.982Z,Livia Oktantia,"Harga standard, bakmi godog 26rb, Tempe mendoan isi 4, Pisang gorengnya fresh baru digoreng.
Tersedia juga menu makanan rumahan.
Pemandangan sawah, suasana sepi. Dibandingkan kopi yg rame bgt itu, ini boleh lah jadi alternatif nya. Karena sepi jadi lebih bisa menikmati suasana."
4,2023-01-23T14:31:01.262Z,BUDI Mulyono,"Suasana alam pedesaan yang Asri , di kelilingi sawah yang menyejukan mata , makanan murah meriah enak apalagi minumannya , semuanya enak poll...
Sukses terus ya... ??"
5,2023-01-23T10:40:49.296Z,oki nugroho,Makanannya uenakkk
5,2023-01-23T02:20:15.487Z,Septiawan Saputra,"Paket komplit. Konsep prasmanan, makanan yang enak, layanan yang ramah, dan suasana yang menyenangkan."
4,2023-01-22T16:04:26.862Z,Aruel Guttural,"perlu di konsep ulang masalah pengambilan menu, antrian terlalu panjng dan lama"
5,2023-01-22T12:59:50.237Z,ayu,"Pilihan menu makanannya banyak dan enak. Pisang gorengnga endulita.. Lebih senangnya lg, kalau sedang rame banget pelayan berusaha banget untuk mengatur sebaik mungkin agar tamu mendapatkan tempat, jadi walau ngantri kita merasa dilayani. Berkah dan sukses selalu pawon mbah gito"
5,2023-01-22T06:07:52.650Z,TRI BUDI SETYANTO,"Sangat recomended buat kuliner...
Masakan kampung yang sudah sulit kita temukan ditempat kuliner lainnya"
5,2023-01-20T08:06:22.959Z,Afrizal Bimantara,"Suasana yang bagus. Cuma akses jalan disini, jalannya jelek sekali. Jalannya berlubang"
5,2023-01-19T08:43:32.792Z,Septianus Gunawan Susanto,Makanan rumah dengan atmosfer sawah dan rumah Jawa yg kental. Bisa pilih sendiri. Recommended buat bersantai dan tidak terburu2. Rasa enak. Harga makan dan minum utk 7 orang sekitar 200 ribu sudah dijamin kenyang.
5,2023-01-19T01:18:42.950Z,Ainun Safitri,Mantap semuanya nikmaaat puas sekaliiii
5,2023-01-18T04:44:08.469Z,ikan kecil,Salam selancar dari pantai selatan jogja
5,2023-01-16T12:19:38.483Z,Agung Restu Mudjiwibowo,Makanan menu rumahan... serasa makan di rumah.. enak..
5,2023-01-15T16:23:48.434Z,Riza Utami,Padahal pemandangannya bagus. Tapi sayang pas kesana pas ujan deres. Hiks
3,2023-01-15T16:03:52.426Z,Yuli Mulyani,Masakan rumahan yang enak
5,2023-01-15T07:54:19.151Z,Mommy Hawaindhiya,Terlalu banyak
5,2023-01-15T07:19:58.603Z,Krishna Handoyo,"Tempatnya ok banget buat dine in. Tapi lebih recommended untuk tempat sarapan. Suasananya asik banget dengan pemandangan sawah, jadi udaranya seger banget. Untuk makanan nya prasmanan masakan rumahan kayak lodeh, orek tempe, baceman, dll.
Buat yang ga makan nasi, tersedia juga bubur2an.
Untuk minum rekomended teh tubruk nya. Mantep bgt buat healing.
Untuk harga juga sangat reasonable dan affordable.
Sayangnya untuk parkirannya gak terlalu luas, jadi klo udah ga kebagian tempat parkir, mesti parkir agak jauh.
Tp overall, ini tempat recommended banget."
4,2023-01-15T06:21:25.815Z,Alveri HMW-junior,"Prasmanan system, bentuk tanah memanjang around 10m x 100 m...."
4,2023-01-14T12:42:58.808Z,Tuti Gunawan,Enak
5,2023-01-14T09:05:57.626Z,Ade Syah Lubis,"Pilihan minuman dingin, kekinian, maupun minum panas dan tradisional yang nikmat. Berbagai cemilan ringan untuk menemani obrolan santai. Tentunya pilihan menu makanan berat yang sangat lengkap dengan selera Jawa namun juga beberapa pilihan pedas. Suasana sawah yang syahdu dijamin bikin betah..."
2,2023-01-14T05:55:55.973Z,Ratna Dwi Puspita,Pilihan makanannya banyak.. tapi semua makanannya cenderung manis ppuuoollll
5,2023-01-12T15:07:14.168Z,rien anisa,Banyak spot fotonya tempatnya nyaman luas
5,2023-01-12T02:13:26.034Z,Heyru,"1. Tempat menyenangkan sekali jauh dari keramaian
2. Makanan lumayan berasa
3. Andai pisang goreng dan kopi itemnya mirip kopi klotok.. pasti makin ramai."
3,2023-01-11T11:34:59.916Z,steven killala,Menu yg cukup memuaskan serta pelayanan yg ramah.
3,2023-01-11T03:13:45.487Z,QiuQiu 999,"Resto ini bukan berada di pinggir jalan raya, tapi harus masuk ke jalan desa. Area parkirnya terbatas apabila penuh harus parkir di area yang jaraknya sekitar 100meter dari resto. Gunakan gmaps akan sangat membantu. Menu makanan nya prasmanan dengan beberapa varian. Mayoritas rasa makanan oke, dengan harga middle up. Cuma sayang ketika mau masuk ke toilet ada tulisan wajib melepas alas kaki, bagi saya ini sangat tidak nyaman!!! Pihak resto harus memahami apabila ada penyakit yang bisa ditularkan melalui air seni dan tinja sehingga akan riskan apabila kita harus melepas alas kaki apalagi di toilet umum bukan pribadi. Apabila pihak resto merasa keberatan atau takut toilet nya kotor akibat dipakai tamu resto, maka lebih baik ditutup saja toiletnya. Ingat kita mau masuk ke toilet bukan masuk ke tempat ibadah sehingga wajib lepas alas kaki!!!"
5,2023-01-10T14:32:04.414Z,Farihah Wahidati,Ga bosen kesini..
5,2023-01-10T07:29:56.676Z,APRILIA HIDAYAT,"Tempat makan pinggir sawah yang okey banget.
Temparnya bersih, pilihan makanan banyak banget... menu makanan khas jawa banget..
Pelayanan yang ramah.
Kamar mandi bersih.
Mushola nya cantik, sejuk dan bersih banget.

Makan sambil memandang sawah."
4,2023-01-10T00:57:23.944Z,Sidik Ariyanto,"Staf pelayanannya ramah dan baik, untuk menu makanan lengkap, dari oseng daun pepaya, mie, telur dadar sampai bacem,

Sate nya terlalu keras menurut saya, mungkin kedepannya bisa di improve, / memang resep nya seperti itu, overall bagus 4.5"
4,2023-01-09T06:25:30.642Z,Joko Sunowo,"Salah satu destinasi kuliner di jogja yg menawarkan konsep pedesaan / etnik modern, bersih, ada indoor maupun outdor yg tdk bgt asri tp masih nyaman untuk kumpul2 makan sambil bercerita.

Menyajikan menu2 rumahan secara prasmanan dengan berbagai pilihan lauk dan sayur  serta beberpa jenis minuman.

Pelayanan yang ramah, hanya kl pas rame pengunjung agak susah parkir nya krn tdk bgt luas."
5,2023-01-09T06:19:29.567Z,Nima Zharfan,"Makanan murah, tempat bagus, tempat bagus. Alhamdulillah"
4,2023-01-08T11:13:16.247Z,anysia ashari,"Pawon mbah gito salah satu tempat makan dan untuk menikmati suasana sejuk di jogja yang sering dikunjungi keluarga saya dengan menu makanan dan minuman tradisional.

Makanan yang disajikan sangat banyak dengan sistem prasmanan kemudian ditulis di kasir masakan yang di hidangkan sangat enak pisang goreng juga enak. Tetapi menurut saya lumayan pricey ya untuk kalangan mahasiswa kecuali kalo sama ortu bolehlah hehe ??

Pelayanannya sangat baik pegawainya ramah tetapi dari segi kebersihan di bagian toilet tolong selalu disediakan tisue untuk mushola cukup besar dan bagus. Tempatnya juga luas sampai kebelakang.

Tidak menyediakan reservasi karna kemarin pas telfon mau reservasi malah langsung di suruh datang saja dan menepati kursi yang kosong, mungkin karna ramai dan weekend. Lahan parkir cukup untuk beberapa mobil saja dan selanjutnya di arahkan ke bagian selatan dan cukup jauh untung bapak satpamnya baik ngasi tebengan buat ke lokasi parkir yang di sebelah selatan ??"
5,2023-01-08T07:51:03.600Z,Abraham M A,Benar-benar enak dan beragam makanan dan minumannya. Suasananya sungguh nyaman dan homey.
5,2023-01-08T01:25:49.083Z,Dayu Saraswati,"Wajib banget kesini
Tempat, makanan dan pelayanannya ok"
5,2023-01-07T13:53:05.969Z,daru maya,"rasa makanan OK, pilihan cukup banyak masakan jawa, suasan bagus, tempat bagus bersih dan nyaman"
5,2023-01-07T07:59:57.142Z,Audrey Nareswari,Petugasnya banyak sekali..
5,2023-01-07T04:10:59.353Z,anggah permana,"rasa yang kuat, suasana tenang dan sejuk, harga murah dan semarak"
5,2023-01-07T01:56:16.803Z,Ade Anggraini,Datang ke sini hari ini hanya untuk mengambil segelas es Kopi Nira dingin. Lembut tapi ringan. Enak sekali!
5,2023-01-06T01:58:59.352Z,Anna Wulandari,"Tempatnya mudah ditemukan dgn google maps..

Begitu masuk, disuguhkan pemandangan yg asri dan sejuk..

Makanannya model prasmanan, bisa ambil sendiri. Sayurnya dihargai satu harga, yg dihitung lauknya. Ada juga bakmie Jawa, nasi goreng Jawa dll..

Minumannya ada es dawet, es kopi dawet. .

Yang terpenting, kamar mandinya bersih dan tempat sholatnya bersih juga.."
5,2023-01-05T20:05:05.900Z,Dilianto Iswahyudi,"Masakan Jawa di tengah sawah dengan suasana yg nyaman. Makan ambil sendiri/prasmanan dengan banyak menu dihidangkan disini seperti sayur lodeh, gudeg, oseng pare, masakan mangut, ikan pari asap yang disayur dengan Lombok ijo, oseng usus, kering tempe, bihun goreng, mie goreng, ayam goreng, sate ayam bakar dengan sambal merah, oseng kikil, telur, tempe, ayam goreng, dan banyak lauk yang lain, tidak ketinggalan kerupuk dan  ada dimsun, minuman lengkap dari jus sampaik kopi. Konsep Rumah makan Jawa dengan perabot banyak yg model dulu. Rumah makan dengan menu yang rasany enak dan murah...., Rekomended"
5,2023-01-05T02:32:50.212Z,Thats Puipui,"PELAYANAN RAMAH, BERSIH , PRASMANAN BANYAK PILIHAN MURAH MAKANAN ENAK GA SALAH JAUH JAUH DARI TASIKMALAYA KESINI."
4,2023-01-04T23:22:56.106Z,Risang Aradea,"Lokasi mblusuk. Parkir muat banyak.  Menu beragam. Tempatnya asik banget buat duduk santai menikmati pemandangan sawah. Perabot kuno. Beberapa meja oblak jadi agak serem naruh gelas. Rasa makanan oke, bakmi godognya keasinan. Sayang ada kucing sukanya naik2 meja kursi mau jilat2 piring. Bikin risih. Diangkat dipindah sm karyawan ttp balik lagi"
5,2023-01-04T04:54:27.620Z,Dewi Ratna puspita,"Donatnya juaraa,bikin canduu"
5,2023-01-03T09:46:12.173Z,Eka Rihandy,"Makan enak pinggir sawah.. Makanannya enak, harga tidak bikin ""Nani?!!!""."
5,2023-01-03T01:02:43.300Z,Fatma Yunita,"Tempat nya cocok buat keluarga dan ramah anak, makanannya juga enak, recommended banget deh"
5,2023-01-02T15:04:57.193Z,Iin Marlina,Tempat bagus nyaman..makanan enak peLayanan jg bagus..harga standard sesuai dg harga...mantab...
5,2023-01-02T04:15:43.297Z,Euis Nurfaridah,Tempat yang asyiik & nyaman buat makan berat atopun ngopi sambil ngemil karena semua menunya traditional food yg rasanya enak bgt wajib mampir klo ke jogya ya
5,2023-01-01T19:34:51.711Z,Nur Faiz Budiawan,"Makananan omahan jadul seperti dirumah nenek, dengan sambal ijo tetapi kufang pedas kalau menurut saya. Wedangannya enak. Untuk suasananya vibes sawah okee bangeet"
5,2023-01-01T09:57:38.833Z,Salmon Satrio,Tempat makan enak dengan pemandangan sawah yang bagus. Sangat nyaman dan harga terjangkau.
5,2023-01-01T05:47:38.352Z,Peter Oosterloo,"Makanan enak. Gaya prasmanan. Makanan Indonesia.
Tidak mahal"
4,2023-01-01T00:26:31.112Z,JAS Time (ayum),"Area parkiranya ada 2 lokasi ya, pas d resto & ke selatan dikit .. ambiencenya sawah segera ijo2 , bagian belakang lumayan luas dan bersih, nyaman untuk bermain anak2 .. menu makannya variatif, berasa pengen dimasukin piring semua, hho"
